Date,Close,Open,High,Low,Change
2016-11-25,1.0587,1.0551,1.0631,1.0538,0.0031
2016-11-28,1.0615,1.0595,1.0686,1.0563,0.0026
2016-11-29,1.065,1.0615,1.0657,1.0565,0.0033
2016-11-30,1.0588,1.0649,1.0669,1.0554,-0.0058
2016-12-01,1.0662,1.059,1.067,1.0584,0.006999999999999999
2016-12-02,1.0673,1.0663,1.0692,1.0625,0.001
2016-12-05,1.0764,1.0674,1.0798,1.0505,0.0085
2016-12-06,1.0719,1.0764,1.0787,1.0698,-0.0042
2016-12-07,1.0753,1.0721,1.077,1.0709,0.0032
2016-12-08,1.0615,1.0753,1.0873,1.0596,-0.0128
2016-12-09,1.0562,1.0618,1.0632,1.0531,-0.005
2016-12-12,1.0635,1.0551,1.0652,1.0524,0.0069
2016-12-13,1.0627,1.0635,1.0668,1.0603,-0.0008
2016-12-14,1.0537,1.0627,1.0671,1.0495,-0.0085
2016-12-15,1.0414,1.0536,1.0544,1.0366,-0.011699999999999999
2016-12-16,1.0451,1.0419,1.0477,1.0402,0.0036
2016-12-19,1.0402,1.0442,1.048,1.0391,-0.004699999999999999
2016-12-20,1.0387,1.0405,1.0419,1.0352,-0.0014000000000000002
2016-12-21,1.0425,1.0389,1.0452,1.0381,0.0037
2016-12-22,1.0437,1.0423,1.0501,1.0421,0.0012
2016-12-23,1.0457,1.0438,1.0469,1.0427,0.0019
2016-12-26,1.0456,1.0454,1.0473,1.0439,-0.0001
2016-12-27,1.0457,1.0453,1.0465,1.0431,0.0001
2016-12-28,1.0412,1.0459,1.0484,1.0373,-0.0043
2016-12-29,1.0492,1.0417,1.0494,1.0406,0.0077
2016-12-30,1.0516,1.0492,1.0654,1.0482,0.0023
2017-01-02,1.0459,1.0532,1.0534,1.0448,-0.0054
2017-01-03,1.0406,1.0455,1.0492,1.0341,-0.0051
2017-01-04,1.0488,1.0405,1.0501,1.0389,0.0079
2017-01-05,1.0607,1.0493,1.0619,1.0482,0.0113
2017-01-06,1.0533,1.0606,1.0624,1.0523,-0.006999999999999999
2017-01-09,1.0574,1.0539,1.0584,1.051,0.0039000000000000003
2017-01-10,1.0554,1.0573,1.0628,1.0551,-0.0019
2017-01-11,1.0582,1.0556,1.0624,1.0454,0.0027
2017-01-12,1.0613,1.0583,1.0687,1.0573,0.0029
2017-01-13,1.0644,1.0612,1.0674,1.0598,0.0029
2017-01-16,1.0603,1.0618,1.0638,1.058,-0.0039000000000000003
2017-01-17,1.0713,1.06,1.072,1.0595,0.0104
2017-01-18,1.0631,1.0713,1.0715,1.0625,-0.0077
2017-01-19,1.0664,1.0629,1.0677,1.0588,0.0031
2017-01-20,1.0703,1.0667,1.0713,1.0627,0.0037
2017-01-23,1.0765,1.0687,1.0773,1.0686,0.0058
2017-01-24,1.0731,1.0763,1.0775,1.0718,-0.0032
2017-01-25,1.0748,1.0734,1.0773,1.0713,0.0016
2017-01-26,1.0682,1.0746,1.0767,1.0657,-0.0060999999999999995
2017-01-27,1.0699,1.0685,1.0729,1.0661,0.0016
2017-01-30,1.0695,1.0692,1.0743,1.062,-0.0004
2017-01-31,1.0798,1.0695,1.0814,1.0684,0.0096
2017-02-01,1.0769,1.0798,1.081,1.0731,-0.0027
2017-02-02,1.0758,1.0766,1.0829,1.0753,-0.001
2017-02-03,1.0784,1.0759,1.08,1.0714,0.0024
2017-02-06,1.075,1.0781,1.0801,1.0703,-0.0032
2017-02-07,1.0681,1.075,1.0751,1.0654,-0.0064
2017-02-08,1.0699,1.0682,1.0715,1.064,0.0017000000000000001
2017-02-09,1.0656,1.0699,1.0711,1.065,-0.004
2017-02-10,1.0641,1.0658,1.067,1.0609,-0.0014000000000000002
2017-02-13,1.0598,1.0633,1.0659,1.0591,-0.004
2017-02-14,1.0577,1.0596,1.0633,1.056,-0.002
2017-02-15,1.0601,1.0577,1.0611,1.0523,0.0023
2017-02-16,1.0674,1.06,1.0682,1.0588,0.0069
2017-02-17,1.0614,1.0675,1.0679,1.0605,-0.005600000000000001
2017-02-20,1.0614,1.0618,1.0637,1.0606,0.0
2017-02-21,1.0537,1.0611,1.0618,1.0526,-0.0073
2017-02-22,1.0556,1.0534,1.0574,1.0493,0.0018
2017-02-23,1.0581,1.0558,1.0598,1.0539,0.0024
2017-02-24,1.0563,1.0583,1.062,1.0557,-0.0017000000000000001
2017-02-27,1.0587,1.0562,1.0633,1.0551,0.0023
2017-02-28,1.0577,1.0587,1.0632,1.057,-0.0009
2017-03-01,1.0547,1.0574,1.0589,1.0514,-0.0028000000000000004
2017-03-02,1.0507,1.0547,1.0551,1.0492,-0.0038
2017-03-03,1.0623,1.0508,1.0626,1.0502,0.011000000000000001
2017-03-06,1.0581,1.0617,1.0644,1.0575,-0.004
2017-03-07,1.0566,1.0583,1.0603,1.0557,-0.0014000000000000002
2017-03-08,1.0541,1.0566,1.0576,1.0535,-0.0024
2017-03-09,1.0577,1.0541,1.0617,1.0525,0.0034000000000000002
2017-03-10,1.0672,1.0577,1.0702,1.0572,0.009000000000000001
2017-03-13,1.0654,1.0671,1.0715,1.065,-0.0017000000000000001
2017-03-14,1.0604,1.0655,1.0664,1.0599,-0.004699999999999999
2017-03-15,1.0735,1.0605,1.0743,1.0604,0.0124
2017-03-16,1.0766,1.0734,1.0772,1.0706,0.0029
2017-03-17,1.0738,1.0765,1.0784,1.0728,-0.0026
2017-03-20,1.0739,1.074,1.0779,1.0725,0.0001
2017-03-21,1.0811,1.074,1.0822,1.072,0.0067
2017-03-22,1.0797,1.081,1.0827,1.0776,-0.0013
2017-03-23,1.0783,1.0797,1.0807,1.0769,-0.0013
2017-03-24,1.0799,1.0784,1.082,1.0761,0.0015
2017-03-27,1.0865,1.0797,1.0905,1.0795,0.0060999999999999995
2017-03-28,1.0813,1.0864,1.0873,1.0797,-0.0048
2017-03-29,1.0767,1.0811,1.0827,1.0739,-0.0043
2017-03-30,1.0675,1.0766,1.0772,1.0671,-0.0085
2017-03-31,1.0652,1.0675,1.0705,1.0652,-0.0022
2017-04-03,1.0671,1.0661,1.0684,1.0644,0.0018
2017-04-04,1.0673,1.0669,1.0678,1.0635,0.0002
2017-04-05,1.0663,1.0672,1.069,1.0633,-0.0009
2017-04-06,1.0644,1.0663,1.0686,1.0629,-0.0018
2017-04-07,1.059,1.0644,1.0668,1.058,-0.0051
2017-04-10,1.0596,1.0593,1.0609,1.0571,0.0006
2017-04-11,1.0602,1.0595,1.0631,1.0577,0.0006
2017-04-12,1.0666,1.0606,1.0677,1.0589,0.006
2017-04-13,1.0614,1.0664,1.0679,1.0609,-0.0049
2017-04-14,1.0612,1.0615,1.0633,1.0606,-0.0002
2017-04-17,1.0644,1.0615,1.0673,1.0604,0.003
2017-04-18,1.0734,1.0644,1.0737,1.0636,0.0085
2017-04-19,1.0711,1.073,1.0738,1.07,-0.0021
2017-04-20,1.0717,1.0711,1.078,1.0709,0.0006
2017-04-21,1.0728,1.0719,1.0739,1.0682,0.001
2017-04-24,1.0867,1.089,1.0936,1.0819,0.013000000000000001
2017-04-25,1.0926,1.0868,1.0951,1.0851,0.0054
2017-04-26,1.0903,1.0924,1.0951,1.0856,-0.0021
2017-04-27,1.0873,1.0903,1.0933,1.0851,-0.0028000000000000004
2017-04-28,1.0897,1.0877,1.0949,1.0857,0.0022
2017-05-01,1.0899,1.0906,1.0924,1.0883,0.0002
2017-05-02,1.093,1.0901,1.0936,1.0889,0.0028000000000000004
2017-05-03,1.0885,1.093,1.0939,1.0883,-0.0040999999999999995
2017-05-04,1.0985,1.0884,1.0987,1.0873,0.0092
2017-05-05,1.0998,1.0991,1.1003,1.0951,0.0012
2017-05-08,1.0924,1.0998,1.1024,1.0917,-0.0067
2017-05-09,1.0873,1.0924,1.0934,1.0863,-0.004699999999999999
2017-05-10,1.0868,1.0874,1.09,1.0853,-0.0005
2017-05-11,1.0861,1.0869,1.0894,1.0838,-0.0006
2017-05-12,1.0931,1.0863,1.0937,1.0857,0.0064
2017-05-15,1.0975,1.0926,1.0991,1.0922,0.004
2017-05-16,1.1082,1.0976,1.1098,1.0972,0.0097
2017-05-17,1.1159,1.1083,1.1163,1.1079,0.0069
2017-05-18,1.1103,1.116,1.1173,1.1075,-0.005
2017-05-19,1.1207,1.1103,1.1214,1.1097,0.009399999999999999
2017-05-22,1.1238,1.1202,1.1265,1.1162,0.0028000000000000004
2017-05-23,1.1183,1.1237,1.1269,1.1174,-0.0049
2017-05-24,1.1219,1.1184,1.1222,1.1169,0.0032
2017-05-25,1.121,1.1218,1.1252,1.1193,-0.0008
2017-05-26,1.1183,1.1211,1.1235,1.1159,-0.0024
2017-05-29,1.1166,1.1178,1.1191,1.116,-0.0015
2017-05-30,1.1185,1.1166,1.1208,1.1111,0.0017000000000000001
2017-05-31,1.1244,1.1187,1.1254,1.1166,0.0053
2017-06-01,1.1213,1.1242,1.1258,1.1203,-0.0028000000000000004
2017-06-02,1.1282,1.1213,1.1287,1.1205,0.0062
2017-06-05,1.1254,1.1279,1.1286,1.1235,-0.0025
2017-06-06,1.1277,1.1254,1.1286,1.124,0.002
2017-06-07,1.1257,1.1277,1.1284,1.1205,-0.0018
2017-06-08,1.1214,1.1257,1.127,1.1195,-0.0038
2017-06-09,1.1195,1.1216,1.124,1.1168,-0.0017000000000000001
2017-06-12,1.1203,1.1196,1.1235,1.1193,0.0007000000000000001
2017-06-13,1.1216,1.1204,1.1225,1.1185,0.0012
2017-06-14,1.1218,1.121,1.1296,1.1191,0.0002
2017-06-15,1.1145,1.1219,1.1231,1.1132,-0.006500000000000001
2017-06-16,1.1197,1.1143,1.1202,1.1138,0.004699999999999999
2017-06-19,1.1149,1.1199,1.1214,1.1141,-0.0043
2017-06-20,1.1134,1.1147,1.1166,1.1117,-0.0013
2017-06-21,1.1168,1.1133,1.1171,1.1128,0.0031
2017-06-22,1.1153,1.1168,1.1179,1.114,-0.0013
2017-06-23,1.1194,1.1152,1.1211,1.1145,0.0037
2017-06-26,1.1182,1.1202,1.1222,1.1173,-0.0011
2017-06-27,1.1339,1.1183,1.1351,1.1178,0.013999999999999999
2017-06-28,1.1378,1.1339,1.1392,1.1292,0.0034000000000000002
2017-06-29,1.1441,1.1376,1.1446,1.1373,0.0055000000000000005
2017-06-30,1.1426,1.1442,1.1448,1.1393,-0.0013
2017-07-03,1.1364,1.1422,1.1431,1.1357,-0.0054
2017-07-04,1.1345,1.1366,1.138,1.1338,-0.0017000000000000001
2017-07-05,1.1353,1.1345,1.1369,1.1312,0.0007000000000000001
2017-07-06,1.1423,1.1351,1.1425,1.1329,0.0062
2017-07-07,1.1401,1.1423,1.144,1.1379,-0.0019
2017-07-10,1.14,1.1391,1.1418,1.1381,-0.0001
2017-07-11,1.1467,1.1399,1.1481,1.1383,0.0059
2017-07-12,1.1412,1.1467,1.1491,1.1392,-0.0048
2017-07-13,1.1399,1.1413,1.1459,1.1373,-0.0011
2017-07-14,1.1469,1.14,1.1473,1.1392,0.0060999999999999995
2017-07-17,1.1479,1.1463,1.1488,1.1433,0.0009
2017-07-18,1.1555,1.1479,1.1585,1.1473,0.0066
2017-07-19,1.1515,1.1553,1.1559,1.1509,-0.0034999999999999996
2017-07-20,1.1631,1.1513,1.1657,1.1479,0.0101
2017-07-21,1.1663,1.1634,1.1684,1.162,0.0028000000000000004
2017-07-24,1.1642,1.1662,1.1688,1.1628,-0.0018
2017-07-25,1.1652,1.1639,1.1713,1.1631,0.0009
2017-07-26,1.1734,1.1648,1.1741,1.1613,0.006999999999999999
2017-07-27,1.1677,1.1734,1.1777,1.1649,-0.0049
2017-07-28,1.1752,1.1677,1.1765,1.1671,0.0064
2017-07-31,1.1842,1.1737,1.1847,1.1723,0.0077
2017-08-01,1.1801,1.1841,1.1846,1.1784,-0.0034999999999999996
2017-08-02,1.1856,1.1802,1.1911,1.1794,0.004699999999999999
2017-08-03,1.187,1.1856,1.1894,1.1831,0.0012
2017-08-04,1.1772,1.1871,1.1893,1.1731,-0.0083
2017-08-07,1.1795,1.1768,1.1816,1.1768,0.002
2017-08-08,1.175,1.1794,1.1825,1.1714,-0.0038
2017-08-09,1.1759,1.1752,1.1765,1.1689,0.0008
2017-08-10,1.1772,1.1759,1.1786,1.1704,0.0011
2017-08-11,1.182,1.1772,1.1846,1.1747,0.0040999999999999995
2017-08-14,1.178,1.1806,1.184,1.177,-0.0034000000000000002
2017-08-15,1.1735,1.178,1.1794,1.1688,-0.0038
2017-08-16,1.177,1.1734,1.178,1.1682,0.003
2017-08-17,1.1724,1.1767,1.179,1.1662,-0.0039000000000000003
2017-08-18,1.1762,1.1723,1.1775,1.1707,0.0032
2017-08-21,1.1816,1.175,1.183,1.1731,0.0046
2017-08-22,1.1762,1.1815,1.1826,1.1745,-0.0046
2017-08-23,1.1808,1.1763,1.1825,1.174,0.0039000000000000003
2017-08-24,1.1799,1.1807,1.1821,1.1784,-0.0008
2017-08-25,1.1926,1.1799,1.1942,1.1773,0.0108
2017-08-28,1.1979,1.1926,1.1985,1.1917,0.0044
2017-08-29,1.1972,1.1978,1.2069,1.1944,-0.0006
2017-08-30,1.1883,1.1974,1.1986,1.1881,-0.0074
2017-08-31,1.191,1.1884,1.1914,1.1823,0.0023
2017-09-01,1.1859,1.1911,1.1981,1.185,-0.0043
2017-09-04,1.1896,1.1858,1.1923,1.1853,0.0031
2017-09-05,1.1914,1.1896,1.1941,1.1868,0.0015
2017-09-06,1.1917,1.1914,1.1951,1.1903,0.0003
2017-09-07,1.2023,1.1917,1.2061,1.1914,0.0089
2017-09-08,1.2035,1.2024,1.2094,1.2016,0.001
2017-09-11,1.1953,1.2041,1.2041,1.1948,-0.0068000000000000005
2017-09-12,1.1967,1.1953,1.198,1.1926,0.0012
2017-09-13,1.1886,1.1968,1.1996,1.1873,-0.0068000000000000005
2017-09-14,1.1919,1.1884,1.1922,1.1837,0.0028000000000000004
2017-09-15,1.1943,1.1919,1.1988,1.1901,0.002
2017-09-18,1.1954,1.1949,1.1971,1.1915,0.0009
2017-09-19,1.1994,1.1955,1.2008,1.195,0.0033
2017-09-20,1.1893,1.1994,1.2033,1.1862,-0.0084
2017-09-21,1.1941,1.1894,1.1955,1.1866,0.004
2017-09-22,1.1954,1.1942,1.2006,1.1937,0.0011
2017-09-25,1.1848,1.1953,1.1962,1.1833,-0.0089
2017-09-26,1.1793,1.1848,1.1863,1.1758,-0.0046
2017-09-27,1.1744,1.1793,1.1797,1.1717,-0.0042
2017-09-28,1.1786,1.1746,1.1805,1.1721,0.0036
2017-09-29,1.1814,1.1787,1.1834,1.1773,0.0024
2017-10-02,1.1732,1.1818,1.1818,1.173,-0.0069
2017-10-03,1.1744,1.1733,1.1775,1.1696,0.001
2017-10-04,1.1759,1.1742,1.1789,1.1734,0.0013
2017-10-05,1.1711,1.1758,1.178,1.1698,-0.0040999999999999995
2017-10-06,1.1734,1.171,1.1739,1.1668,0.002
2017-10-09,1.174,1.1728,1.1757,1.1717,0.0005
2017-10-10,1.1806,1.1738,1.1825,1.1738,0.005600000000000001
2017-10-11,1.1859,1.1808,1.1871,1.1795,0.0045000000000000005
2017-10-12,1.1831,1.1862,1.1881,1.1827,-0.0024
2017-10-13,1.1823,1.1829,1.1875,1.1804,-0.0007000000000000001
2017-10-16,1.1797,1.1825,1.1827,1.178,-0.0022
2017-10-17,1.1766,1.1797,1.1801,1.1734,-0.0026
2017-10-18,1.1787,1.1764,1.1806,1.173,0.0018
2017-10-19,1.1852,1.1788,1.186,1.1768,0.0055000000000000005
2017-10-20,1.1785,1.1853,1.1859,1.1763,-0.005699999999999999
2017-10-23,1.1749,1.1773,1.1779,1.1725,-0.0031
2017-10-24,1.1761,1.1749,1.1794,1.1743,0.001
2017-10-25,1.1813,1.176,1.1819,1.1752,0.0044
2017-10-26,1.165,1.1812,1.1837,1.1639,-0.0138
2017-10-27,1.161,1.165,1.1659,1.1575,-0.0034000000000000002
2017-10-30,1.1651,1.1603,1.166,1.1594,0.0034999999999999996
2017-10-31,1.1646,1.1651,1.1663,1.1625,-0.0004
2017-11-01,1.1619,1.1646,1.1659,1.1607,-0.0023
2017-11-02,1.1658,1.1619,1.1689,1.1613,0.0034000000000000002
2017-11-03,1.1609,1.166,1.1692,1.1599,-0.0042
2017-11-06,1.161,1.1609,1.1625,1.1579,0.0001
2017-11-07,1.1587,1.161,1.1618,1.1553,-0.002
2017-11-08,1.1595,1.1587,1.1612,1.1578,0.0007000000000000001
2017-11-09,1.1642,1.1596,1.1657,1.1586,0.0040999999999999995
2017-11-10,1.1665,1.1642,1.168,1.1623,0.002
2017-11-13,1.1667,1.1666,1.1677,1.1638,0.0002
2017-11-14,1.1798,1.1667,1.1807,1.166,0.011200000000000002
2017-11-15,1.1792,1.1797,1.1861,1.1784,-0.0005
2017-11-16,1.177,1.1792,1.1802,1.1756,-0.0019
2017-11-17,1.1795,1.1771,1.1823,1.1766,0.0021
2017-11-20,1.1732,1.1789,1.1808,1.1721,-0.0053
2017-11-21,1.1738,1.1732,1.1759,1.1713,0.0005
2017-11-22,1.1822,1.1738,1.1829,1.1733,0.0072
2017-11-23,1.1852,1.1822,1.1856,1.1812,0.0025
2017-11-24,1.193,1.185,1.1944,1.1835,0.0066
2017-11-27,1.1898,1.1933,1.1962,1.1896,-0.0027
2017-11-28,1.1841,1.1898,1.1921,1.1827,-0.0048
2017-11-29,1.1848,1.1841,1.1883,1.1816,0.0006
2017-11-30,1.1904,1.1847,1.1933,1.1809,0.004699999999999999
2017-12-01,1.1891,1.1904,1.1942,1.1851,-0.0011
2017-12-04,1.1866,1.1882,1.189,1.183,-0.0021
2017-12-05,1.1826,1.1866,1.1879,1.1801,-0.0034000000000000002
2017-12-06,1.1796,1.1825,1.1849,1.178,-0.0025
2017-12-07,1.1773,1.1796,1.1816,1.1772,-0.0019
2017-12-08,1.1764,1.1772,1.1778,1.1729,-0.0008
2017-12-11,1.1768,1.1768,1.1812,1.1761,0.0003
2017-12-12,1.1742,1.177,1.1794,1.1718,-0.0022
2017-12-13,1.1826,1.1743,1.1832,1.1729,0.0072
2017-12-14,1.1778,1.1826,1.1863,1.177,-0.0040999999999999995
2017-12-15,1.1754,1.1778,1.1814,1.1751,-0.002
2017-12-18,1.1782,1.1753,1.1834,1.1737,0.0024
2017-12-19,1.184,1.1782,1.1851,1.1777,0.0049
2017-12-20,1.1871,1.184,1.1903,1.1829,0.0026
2017-12-21,1.1873,1.1871,1.1889,1.1848,0.0002
2017-12-22,1.1859,1.1874,1.1878,1.1817,-0.0012
2017-12-25,1.1869,1.185,1.1882,1.1842,0.0008
2017-12-26,1.1859,1.1867,1.1879,1.1845,-0.0008
2017-12-27,1.1888,1.1859,1.1912,1.1855,0.0024
2017-12-28,1.1943,1.1888,1.1961,1.1888,0.0046
2017-12-29,1.1998,1.1943,1.203,1.1937,0.0046
2018-01-01,1.201,1.2003,1.2014,1.1995,0.001
2018-01-02,1.2059,1.2013,1.2084,1.2003,0.0040999999999999995
2018-01-03,1.2014,1.2058,1.207,1.2001,-0.0037
2018-01-04,1.2068,1.2015,1.209,1.2004,0.0045000000000000005
2018-01-05,1.203,1.2068,1.2085,1.2021,-0.0031
2018-01-08,1.1967,1.2029,1.2054,1.1956,-0.0052
2018-01-09,1.1937,1.1967,1.1977,1.1916,-0.0025
2018-01-10,1.1947,1.1938,1.2019,1.1923,0.0008
2018-01-11,1.2032,1.1946,1.206,1.1928,0.0070999999999999995
2018-01-12,1.2187,1.2033,1.219,1.2031,0.0129
2018-01-15,1.2263,1.2198,1.2298,1.2188,0.0062
2018-01-16,1.2261,1.2265,1.2284,1.2194,-0.0002
2018-01-17,1.2186,1.226,1.2324,1.2176,-0.0060999999999999995
2018-01-18,1.2239,1.2186,1.2267,1.2165,0.0043
2018-01-19,1.2222,1.2236,1.2296,1.2219,-0.0014000000000000002
2018-01-22,1.2262,1.2268,1.2276,1.2214,0.0033
2018-01-23,1.2299,1.2263,1.2308,1.2223,0.003
2018-01-24,1.2408,1.2299,1.2417,1.2293,0.0089
2018-01-25,1.2396,1.2408,1.2537,1.2364,-0.001
2018-01-26,1.2421,1.2395,1.2495,1.2371,0.002
2018-01-29,1.2383,1.2427,1.2436,1.2336,-0.0031
2018-01-30,1.2402,1.2383,1.2455,1.2335,0.0015
2018-01-31,1.2421,1.2401,1.2476,1.2386,0.0015
2018-02-01,1.251,1.2414,1.2524,1.2386,0.0072
2018-02-02,1.2462,1.2508,1.2519,1.2409,-0.0038
2018-02-05,1.2368,1.2455,1.2475,1.2362,-0.0075
2018-02-06,1.2377,1.2367,1.2434,1.2314,0.0007000000000000001
2018-02-07,1.2264,1.2378,1.2407,1.2247,-0.0091
2018-02-08,1.2247,1.2264,1.2297,1.2212,-0.0014000000000000002
2018-02-09,1.2235,1.2245,1.2289,1.2206,-0.001
2018-02-12,1.2292,1.2253,1.2298,1.2234,0.004699999999999999
2018-02-13,1.2352,1.2293,1.2373,1.2285,0.0049
2018-02-14,1.245,1.2352,1.2467,1.2276,0.0079
2018-02-15,1.2506,1.2449,1.2511,1.2447,0.0045000000000000005
2018-02-16,1.2406,1.2506,1.2557,1.2394,-0.008
2018-02-19,1.2408,1.2409,1.2435,1.2368,0.0002
2018-02-20,1.2338,1.2409,1.2414,1.232,-0.005600000000000001
2018-02-21,1.2284,1.2338,1.2361,1.2281,-0.0044
2018-02-22,1.2331,1.2283,1.2354,1.226,0.0038
2018-02-23,1.2293,1.2329,1.2337,1.2279,-0.0031
2018-02-26,1.2318,1.2299,1.2356,1.2278,0.002
2018-02-27,1.2232,1.2317,1.2348,1.2221,-0.006999999999999999
2018-02-28,1.2194,1.2232,1.2243,1.2188,-0.0031
2018-03-01,1.2268,1.2193,1.2272,1.2153,0.0060999999999999995
2018-03-02,1.2317,1.2266,1.2336,1.225,0.004
2018-03-05,1.2336,1.2323,1.2366,1.2268,0.0015
2018-03-06,1.2404,1.2336,1.2422,1.2328,0.0055000000000000005
2018-03-07,1.2413,1.2404,1.2445,1.2385,0.0007000000000000001
2018-03-08,1.2312,1.2411,1.2448,1.2298,-0.008100000000000001
2018-03-09,1.2307,1.2312,1.2336,1.2273,-0.0004
2018-03-12,1.2334,1.2311,1.2347,1.2291,0.0022
2018-03-13,1.239,1.2334,1.2408,1.2314,0.0045000000000000005
2018-03-14,1.2367,1.239,1.2414,1.2347,-0.0019
2018-03-15,1.2305,1.2366,1.2385,1.2299,-0.005
2018-03-16,1.2289,1.2305,1.2338,1.2261,-0.0013
2018-03-19,1.2335,1.2284,1.2361,1.2258,0.0037
2018-03-20,1.2242,1.2335,1.2356,1.2239,-0.0075
2018-03-21,1.2338,1.2242,1.2351,1.2241,0.0078000000000000005
2018-03-22,1.2302,1.2337,1.2389,1.2285,-0.0029
2018-03-23,1.2353,1.2302,1.2375,1.2301,0.0040999999999999995
2018-03-26,1.2443,1.2348,1.2463,1.2341,0.0073
2018-03-27,1.2403,1.2444,1.2478,1.2373,-0.0032
2018-03-28,1.2308,1.2403,1.2424,1.23,-0.0077
2018-03-29,1.2302,1.2308,1.2335,1.2282,-0.0005
2018-03-30,1.2323,1.2301,1.2331,1.2293,0.0017000000000000001
2018-04-02,1.2302,1.2323,1.2346,1.2282,-0.0017000000000000001
2018-04-03,1.227,1.2304,1.2336,1.2253,-0.0026
2018-04-04,1.2278,1.2269,1.2315,1.2256,0.0007000000000000001
2018-04-05,1.224,1.2278,1.2292,1.2218,-0.0031
2018-04-06,1.2283,1.224,1.2292,1.2214,0.0034999999999999996
2018-04-09,1.2321,1.2279,1.2331,1.2261,0.0031
2018-04-10,1.2356,1.232,1.2379,1.2303,0.0028000000000000004
2018-04-11,1.2367,1.2357,1.2397,1.2347,0.0009
2018-04-12,1.2327,1.2368,1.2382,1.23,-0.0032
2018-04-13,1.2331,1.2327,1.2348,1.2307,0.0003
2018-04-16,1.238,1.233,1.2395,1.2325,0.004
2018-04-17,1.237,1.2378,1.2413,1.2335,-0.0008
2018-04-18,1.2373,1.2369,1.2398,1.2343,0.0002
2018-04-19,1.2346,1.2373,1.2402,1.2329,-0.0022
2018-04-20,1.2288,1.2346,1.2354,1.225,-0.004699999999999999
2018-04-23,1.2209,1.2289,1.2292,1.2198,-0.0064
2018-04-24,1.2232,1.2209,1.2247,1.2182,0.0019
2018-04-25,1.2161,1.2232,1.224,1.216,-0.0058
2018-04-26,1.2103,1.2161,1.2211,1.2096,-0.0048
2018-04-27,1.213,1.2105,1.2135,1.2055,0.0022
2018-04-30,1.2079,1.2125,1.2141,1.2064,-0.0042
2018-05-01,1.1993,1.2076,1.2086,1.1981,-0.0070999999999999995
2018-05-02,1.1951,1.1992,1.2033,1.1938,-0.0034999999999999996
2018-05-03,1.1988,1.1951,1.2009,1.1946,0.0031
2018-05-04,1.196,1.1989,1.1997,1.1911,-0.0023
2018-05-07,1.1922,1.1953,1.198,1.1898,-0.0032
2018-05-08,1.1864,1.1924,1.1941,1.1838,-0.0049
2018-05-09,1.185,1.1863,1.1898,1.1822,-0.0012
2018-05-10,1.1915,1.1852,1.1948,1.1843,0.0055000000000000005
2018-05-11,1.1944,1.1917,1.197,1.1891,0.0024
2018-05-14,1.1927,1.1947,1.1998,1.1926,-0.0014000000000000002
2018-05-15,1.1838,1.1925,1.1939,1.1817,-0.0075
2018-05-16,1.1807,1.1837,1.1854,1.1762,-0.0026
2018-05-17,1.1795,1.1808,1.1839,1.1775,-0.001
2018-05-18,1.1778,1.1796,1.1825,1.1749,-0.0014000000000000002
2018-05-21,1.1791,1.1764,1.1797,1.1717,0.0011
2018-05-22,1.1779,1.1792,1.183,1.1754,-0.001
2018-05-23,1.1697,1.1778,1.179,1.1675,-0.006999999999999999
2018-05-24,1.172,1.1695,1.175,1.1688,0.002
2018-05-25,1.1652,1.172,1.1735,1.1645,-0.0058
2018-05-28,1.1623,1.1651,1.1729,1.1605,-0.0025
2018-05-29,1.154,1.1625,1.1641,1.1508,-0.0070999999999999995
2018-05-30,1.1663,1.154,1.1678,1.1518,0.010700000000000001
2018-05-31,1.1692,1.1665,1.1726,1.1641,0.0025
2018-06-01,1.1661,1.1691,1.1718,1.1617,-0.0027
2018-06-04,1.1699,1.1656,1.1744,1.1652,0.0033
2018-06-05,1.1718,1.1698,1.1733,1.1652,0.0016
2018-06-06,1.1773,1.1717,1.1797,1.1708,0.004699999999999999
2018-06-07,1.1799,1.1774,1.1842,1.1772,0.0022
2018-06-08,1.1768,1.18,1.1812,1.1726,-0.0026
2018-06-11,1.1784,1.1766,1.1822,1.1754,0.0014000000000000002
2018-06-12,1.1745,1.1784,1.1811,1.1733,-0.0033
2018-06-13,1.1791,1.1745,1.1803,1.1725,0.0039000000000000003
2018-06-14,1.1569,1.1791,1.1853,1.1562,-0.018799999999999997
2018-06-15,1.1609,1.1568,1.1629,1.1543,0.0034999999999999996
2018-06-18,1.1623,1.1609,1.1625,1.1563,0.0012
2018-06-19,1.159,1.1624,1.1646,1.153,-0.0028000000000000004
2018-06-20,1.1572,1.159,1.1602,1.1537,-0.0016
2018-06-21,1.1603,1.1572,1.1635,1.1509,0.0027
2018-06-22,1.1657,1.1604,1.1677,1.16,0.004699999999999999
2018-06-25,1.1704,1.1659,1.1715,1.1627,0.004
2018-06-26,1.1647,1.1704,1.1722,1.1635,-0.0049
2018-06-27,1.1554,1.1647,1.1674,1.1541,-0.008
2018-06-28,1.1569,1.1555,1.1602,1.1527,0.0013
2018-06-29,1.1685,1.1569,1.1692,1.1558,0.01
2018-07-02,1.1641,1.1651,1.1699,1.159,-0.0038
2018-07-03,1.1657,1.1641,1.1675,1.1621,0.0014000000000000002
2018-07-04,1.1656,1.1658,1.1684,1.1629,-0.0001
2018-07-05,1.1691,1.1655,1.1722,1.1649,0.003
